full_name,institution_name,institution_id,institution_type,email,contact_info
Elvyra Valerija Lapukienė,Plungės rajono savivaldybė,109,3,meras@plunge.lt,"Vytauto g. 12,  LT-90123, Plungė. Kabinetas 312"
Alvydas Vaicekauskas,Prienų rajono savivaldybė,110,3,meras@prienai.lt,"Laisvės aikštė 12, LT-59126, Prienai"
Antanas Čepononis,Radviliškio rajono savivaldybė,111,3,antanas.cepononis@radviliskis.lt,"Aušros a. 10, LT-82196, Radviliškis. Kabinetas 203"
Petras Vežbavičius,Raseinių rajono savivaldybė,112,3,meras@raseiniai.lt,"V. Kudirkos g. 5, LT-60150, Raseiniai"
Antanas Černeckis,Rietavo savivaldybė,113,3,meras@rietavas.lt,"Laisvės a. 3, LT-90316, Rietavas"
Algimantas Blažys,Rokiškio rajono savivaldybė,114,3,almantas@post.rokiskis.lt,"Respublikos g. 94, LT-42136, Rokiškis. Kabinetas 303"
Stasys Vainoras,Skuodo rajono savivaldybė,115,3,stasys.vainoras@skuodas.lt,"Vilniaus g. 13, LT-98112, Skuodas"
Juozas Bertašius,Šakių rajono savivaldybė,116,3,sakiai.sav@is.lt,"Bažnyčios g. 4, LT-71120, Šakiai"
Zdislav Palevič,Šalčininkų rajono savivaldybė,117,3,meras@salcininkai.lt,"Vilniaus g. 49, LT-17116, Šalčininkai. Kabinetas 312"
Genadijus Mikšys,Šiaulių miesto savivaldybė,118,3,meras@siauliai.lt,"Vasario 16-osios g. 62, LT-76295, Šiauliai"
Algimantas Gaubas,Šiaulių rajono savivaldybė,119,3,meras@siauliai-r.sav.lt,"Vilniaus g. 263, LT-76337, Šiauliai. Kabinetas 301"
Albinas Ežerskis,Šilalės rajono savivaldybė,120,3,meras@silale.lt,"J. Basanavičiaus g. 2/1, LT-75136, Šilalė"
Virgilijus Pozingis,Šilutės rajono savivaldybė,121,3,meras@pamarys.lt,"Dariaus ir Girėno g. 1, LT-99133, Šilutė. Kabinetas 230"
Kęstutis Pakalnis,Širvintų rajono savivaldybė,122,3,meras@sirvintos.lt,"Vilniaus g. 61, LT-19120, Širvintos. Kabinetas 202"
Vytautas Vigelis,Švenčionių rajono savivaldybė,123,3,meras@svencionys.lt,"Vilniaus g. 19, LT-18116, Švenčionys"
Pranas Petrošius,Tauragės rajono savivaldybė,124,3,meras@taurage.lt,"Respublikos g. 2, LT-72255 Tauragė. Kabinetas 201"
Valdemaras Ramšas,Telšių rajono savivaldybė,125,3,v.ramsas@telsiai.lt,"Žemaitės g. 14, LT-87133, Telšiai. Kabinetas 302"
Vincas Kapočius,Trakų rajono savivaldybė,126,3,meras@trakai.lt,"Vytauto g. 33, LT-21106, Trakai. Kabinetas 207"
Algirdas Kopūstas,Ukmergės rajono savivaldybė,127,3,meras@ukmerge.lt,"Kęstučio a. 3, LT-20114, Ukmergė. Kabinetas 15"
Alvydas Katinas,Utenos rajono savivaldybė,128,3,alvydas.katinas@utena.lt,"Utenio a. 4, LT-28503, Utena. Kabinetas 208"
Vidas Mikalauskas,Varėnos rajono savivaldybė,129,3,meras@varena.lt,"Vytauto g. 12, LT-65184, Varėna. Kabinetas 36"
Algirdas Bagušinskas,Vilkaviškio rajono savivaldybė,130,3,meras@vilkaviskis.lt,"S. Nėries g.1, LT-70147, Vilkaviškis. Kabinetas 301"
Raimundas Alekna,Vilniaus miesto savivaldybė,131,3,meras@vilnius.lt,"Konstitucijos pr. 3, LT-09601, Vilnius. Kabinetas 1902"
Marija Rekst,Vilniaus rajono savivaldybė,132,3,vrsa@vilniaus-r.lt,"Rinktinės g. 50, LT-09318, Vilnius"
Vytautas Račkauskas,Visagino savivaldybė,133,3,meras@visaginas.lt,"Parko g. 14, LT-31139, Visaginas. Kabinetas 315"
Arnoldas Abramavičius,Zarasų rajono savivaldybė,134,3,meras@zarasai.lt,"Sėlių a. 22, LT-32110, Zarasai. Kabinetas 211"
Jonas Katauskis,Akmenės rajono savivaldybė Akmenės seniūnija,135,4,akmenes.seniunija@akmene.lt,"Sodo g. 5, LT-85113, Akmenė"
Vanda Kateivienė,Akmenės rajono savivaldybė Kruopių seniūnija,136,4,kruopiu.seniunija@akmene.lt,"Vytauto Didžiojo g. 4, LT-85213, Kruopių mstl."
Romualdas Kulvinskis,Akmenės rajono savivaldybė Naujosios Akmenės kaimiškoji seniūnija,137,4,kaimiskoji.seniunija@akmene.lt,"L.Petravičiaus a. 2, LT-85132, Naujoji Akmenė"
Rimvydas Juozapavičius,Akmenės rajono savivaldybė Naujosios Akmenės miesto seniūnija,138,4,seniunija@akmene.lt,"L.Petravičiaus a. 2, LT-85213, Naujoji Akmenė"
Antanas Vaičius,Akmenės rajono savivaldybė Papilės seniūnija,139,4,papiles.seniunija@akmene.lt,"J.Basanavičiaus g. 23, LT-85243, Papilės mstl."
Genovaitė Mačiuvienė,Akmenės rajono savivaldybė Ventos seniūnija,140,4,ventos.seniunija@akmene.lt,"Bausko g. 11, LT-85320, Venta"
Visvaldas Dumbliauskas,Alytaus rajono savivaldybė Alytaus seniūnija,141,4,alytaus.seniunija@arsa.lt,"Užubalių g. 3, Miklusėnų k., Alytaus rajonas"
Alvyda Urbanavičienė,Alytaus rajono savivaldybė Alovės seniūnija,142,4,aloves.seniunija@arsa.lt,"Alovės k., Alovės sen., LT-4590, Alytaus raj."
Algirdas Jusas,Alytaus rajono savivaldybė Butrimonių seniūnija,143,4,butrimoniu.seniunija@arsa.lt,"Vytauto a. 31, Butrimonių mstl., LT-4594, Alytaus raj."
Vydas Raudonis,Alytaus rajono savivaldybė Daugų seniūnija,144,4,daugu.seniunija@arsa.lt,"S.Neries g. 3, Daugų m., Daugų sen., LT-4597, Alytaus raj."
Rimas Jarmala,Alytaus rajono savivaldybė Krokialaukio seniūnija,145,4,krokialaukio.seniunija@arsa.lt,"Krokialaukio mstl., Krokialaukio sen., LT-4584, Alytaus raj."
Jonas Juravičius,Alytaus rajono savivaldybė Miroslavo seniūnija,146,4,miroslavo.seniunija@arsa.lt,"Miroslavo mstl., Miroslavo sen., LT-4588, Alytaus raj."
Jonas Janavičius,Alytaus rajono savivaldybė Nemunaičio seniūnija,147,4,nemunaicio.seniunija@arsa.lt,"Nemunaičio mstl., Nemunaičio sen., LT-4596, Alytaus raj."
Rima Čelkonienė,Alytaus rajono savivaldybė Pivašiūnų seniūnija,148,4,pivasiunu.seniunija@arsa.lt,"Pivašiūnų k., Pivašiūnų sen., LT-4595, Alytaus raj."
Gintautas Laukaitis,Alytaus rajono savivaldybė Punios seniūnija,149,4,punios.seniunija@arsa.lt,"Punios mstl., Punios sen., LT-4591, Alytaus raj."
Arūnas Laukaitis,Alytaus rajono savivaldybė Raitininkų seniūnija,150,4,raitininku.seniunija@arsa.lt,"Makniūnų k., Raitininkų sen., LT-4599, Alytaus raj."
Vytautas Viršilas,Alytaus rajono savivaldybė Simno seniūnija,151,4,simno.seniunija@arsa.lt,"Vytauto g. 26, Simno m., Simno sen., LT-4583, Alytaus raj."
Saulius Rasalas,Anykščių rajono savivaldybė Andrioniškio seniūnija,152,4,andr.seniunija@is.lt,"Andrioniškis, LT-29332"
Eugenijus Pajarskas,Anykščių rajono savivaldybė Anykščių seniūnija,153,4,anyk.seniunija@is.lt,"J.Jablonskio g.32, LT-29111, Anykščiai"
Alvydas Simonavičius,Anykščių rajono savivaldybė Debeikių seniūnija,154,4,deb.seniunija@is.lt,"J.Biliūno g.44, LT-29371, Debeikiai"
Algirdas Gansiniauskas,Anykščių rajono savivaldybė Kavarsko seniūnija,155,4,"kav.seniunas@is.lt, kav.seniunija@is.lt","Respublikos a. 8, LT-29259, Kavarskas"
Algimantas Jurkus,Anykščių rajono savivaldybė Kurklių seniūnija,156,4,kurk.seniunija@is.lt,"Kavarsko g. 7, LT-29234, Kurkliai"
Nijolė Vanagienė,Anykščių rajono savivaldybė Skiemonių seniūnija,157,4,skiem.seniunija@is.lt,"Skiemonys, LT-29223"
Valentinas Neniškis,Anykščių rajono savivaldybė Svėdasų seniūnija,158,4,sve.seniunija@is.lt,"Svėdasai, LT-29351"
Daiva Tolušytė,Anykščių rajono savivaldybė Traupio seniūnija,159,4,traup.seniunija@is.lt,"Nevėžio g. 9, LT-29293, Traupis"
Janė Dilienė,Anykščių rajono savivaldybė Troškūnų seniūnija,160,4,trosk.seniunija@is.lt,"Vytauto g. 2, LT-29306, Troškūnai"
Janė Každailienė,Anykščių rajono savivaldybė Viešintų seniūnija,161,4,vies.seniunija@is.lt,"Televizijos g. 4, LT-29321, Viešintos"
Algimantas Vaitkus,Vilniaus miesto savivaldybė Antakalnio seniūnija,162,4,algimantas.vaitkus@vilnius.lt,"Antakalnio g. 36, LT-10305, Vilnius"
Jonas Novikevičius,Vilniaus miesto savivaldybė Fabijoniškių seniūnija,163,4,jonas.novikevicius@vilnius.lt,"S. Stanevičiaus g. 24, LT-07102, Vilnius"
Leonard Klimovič,Vilniaus miesto savivaldybė Grigiškių seniūnija,164,4,Grigiskiu.s@vilnius.lt,"Vilniaus g. 6, LT-27101, Grigiškės, Vilniaus m. sav."
Taurintas Rudys,Vilniaus miesto savivaldybė Justiniškių seniūnija,165,4,Taurintas.Rudys@vilnius.lt,"Rygos g. 15, LT-05245, Vilnius"
Violeta Gedminaitė,Vilniaus miesto savivaldybė Karoliniškių seniūnija,166,4,Violeta.Gedminaite@vilnius.lt,"L. Asanavičiūtės g. 20/2, LT-2050, Vilnius"
Algis Strelčiūnas,Vilniaus miesto savivaldybė Lazdynų seniūnija,167,4,Algis.Strelciunas@Vilnius.lt,"Erfurto g. 29, LT-04220, Vilnius"
Jūratė Paulionienė,Vilniaus miesto savivaldybė Naujamiesčio seniūnija,168,4,Jurate.Paulioniene@vilnius.lt,"Gedimino pr. 15, LT-01103, Vilnius"
Benedikt Citovič,Vilniaus miesto savivaldybė Naujininkų seniūnija,169,4,naujininku.seniunija@vilnius.l,"Kauno g. 3 / Aguonų g. 26 , LT-03212, Vilnius"
Jurijus Gridiuško,Vilniaus miesto savivaldybė Naujosios Vilnios seniūnija,170,4,jurijus.gridiusko@vilnius.lt,"Pergalės g. 8, LT-11201, Vilnius"
Audrius Miceika,Vilniaus miesto savivaldybė Panerių seniūnija,171,4,audrius.miceika@vilnius.lt,"Žalioji a. 3, LT-02232, Vilnius"
Marija Jėčiuvienė,Vilniaus miesto savivaldybė Pašilaičių seniūnija,172,4,marija.jeciuviene@vilnius.lt,"Žemynos g.1, LT-06126, Vilnius"
Albinas Šniras,Vilniaus miesto savivaldybė Pilaitės seniūnija,173,4,albinas.sniras@vilnius.lt,"Vydūno g. 20, LT-06205, Vilnius"
Igorius Žuravliovas,Vilniaus miesto savivaldybė Rasų seniūnija,174,4,igorius.zuravliovas@vilnius.lt,"Žemaitijos g. 9, LT-01134, Vilnius"
Romasis Petrauskas,Vilniaus miesto savivaldybė Senamiesčio seniūnija,175,4,romasis.petrauskas@vilnius.lt,"Odminių g. 3, LT-01122, Vilnius"
Vaclav Gulbinovič,Vilniaus miesto savivaldybė Verkių seniūnija,176,4,vaclav.gulbinovic@vilnius.lt,"Kalvarijų g. 156, LT-08207, Vilnius"
Mindaugas Kuncaitis,Vilniaus miesto savivaldybė Vilkpėdės seniūnija,177,4,mindaugas.kuncaitis@vilnius.lt,"Savanorių pr. 49/12, LT-03130, Vilnius"
Vilius Pusčius,Vilniaus miesto savivaldybė Viršuliškių seniūnija,178,4,vilius.puscius@vilnius.lt,"Viršuliškių g. 34, LT-05110, Vilnius"
Liudvikas Lajauskas,Vilniaus miesto savivaldybė Šeškinės seniūnija,179,4,Liudvikas.Lajauskas@vilnius.lt,"Šeškinės g. 30, LT-07157, Vilnius"
Jonas Šerėnas,Vilniaus miesto savivaldybė Šnipiškių seniūnija,180,4,jonas.serenas@vilnius.lt,"A. Juozapavičiaus g. 10A, LT-09311, Vilnius"
Ona Suncovienė,Vilniaus miesto savivaldybė Žirmūnų seniūnija,181,4,ona.suncoviene@vilnius.lt,"Žirmūnų g. 143, LT-09128, Vilnius"
Tautvidas Klimavičius,Vilniaus miesto savivaldybė Žvėryno seniūnija,182,4,tautvidas.klimavicius@vilnius.lt,"S. Moniuškos g. 27, LT-08115, Vilnius"
Jonas Kederys,Birštono savivaldybė Birštono seniūnija,183,4,"jonask@birstonas.lt, seniunas@birstonas.lt","Jaunimo g. 2, LT-59206, Birštonas"
Kristina Padbarotkina,Biržų rajono savivaldybė Biržų miesto seniūnija,184,4,birzai@birzai.lt,"Rotušės g. 25, Biržai"
Giedrius Kubilius,Biržų rajono savivaldybė Nemunėlio Radviliškio seniūnija,185,4,nem.radviliskis@birzai.lt,"Biržų g. 5, Nemunėlio Radviliškio mstl., Biržų rajonas"
Vita Bukauskienė,Biržų rajono savivaldybė Pabiržės seniūnija,186,4,pabirze@birzai.lt,"Biržų g. 2, Pabiržės mstl., Biržų rajonas"
Vytautas Džėja,Biržų rajono savivaldybė Pačeriaukštės seniūnija,187,4,paceriaukste@birzai.lt,"Pačeriaukštės k., Biržų rajonas"
Gediminas Arnašius,Biržų rajono savivaldybė Papilio seniūnija,188,4,papilys@birzai.lt,"Rožių g. 20, Papilio mstl., Biržų rajonas"
Gailutė Tamulėnienė,Biržų rajono savivaldybė Parovėjos seniūnija,189,4,paroveja@birzai.lt,"Parovėjos k., Biržų rajonas"
Gražina Samulionienė,Biržų rajono savivaldybė Širvėnos seniūnija,190,4,sirvena@birzai.lt,"Rotušės g. 25, Biržai"
Stepas Gudas,Biržų rajono savivaldybė Vabalninko seniūnija,191,4,vabalninkas@birzai.lt,"Balio Sruogos g. 11A, Vabalninkas, Biržų rajonas"
Remigijus Naujokaitis,Šakių rajono savivaldybė Barzdų seniūnija,192,4,barzdu.seniunija@gmail.com,"LT-71282, Barzdų paštas, Šakių rajonas"
Vincas Dabravolskis,Šakių rajono savivaldybė Gelgaudiškio seniūnija,193,4,gelgaudiskioseniunija@gmail.com,"Taikos 51a, Gelgaudiškio paštas, LT-71430, Šakių rajonas"
Saulius Naumavičius,Šakių rajono savivaldybė Griškabūdžio seniūnija,194,4,Griskabudzioseniunija@takas.lt,"J.Jablonskio g.2, Griškabūdžio miestelis, Šakių rajonas, LT-71293"
Juozas Valaitis,Šakių rajono savivaldybė Kidulių seniūnija,195,4,sekretore@kiduliai.lt,"Ateities g. 1, Kiduliai LT-71404"
Ona Rakauskienė,Šakių rajono savivaldybė Kriūkų seniūnija,196,4,kriukuseniunija@gmail.com,"Mokyklos g. 1, Kriūkai LT-71216"
Valdas Tadas Laukaitis,Šakių rajono savivaldybė Lekėčių seniūnija,197,4,lekeciusen@takas.lt,"Kauno g. 15c, Lekėčiai, LT-71226, Šakių rajonas"
Vidas Cikana,Šakių rajono savivaldybė Lukšių seniūnija,198,4,luksiu_sen@centras.lt,"A. Tatarės g. 35, Lukšiai, Šakių rajonas, LT-71180"
Vincas Alfredas Puida,Šakių rajono savivaldybė Kudirkos Naumiesčio seniūnija,199,4,naumiestis@gmail.com,"S.Dariaus ir Girėno g.24, Kudirkos Naumiestis, LT – 71317 Šakių r."
Laimutė Miliūnienė,Šakių rajono savivaldybė Plokščių seniūnija,200,4,ploksciai@takas.lt,"Plokščių kaimas, LT – 71483 Šakių rajonas"
Kęstutis Birbilas,Šakių rajono savivaldybė Sintautų seniūnija,201,4,sintautusen@zebra.lt,"P.Vaičaičio g. 32, Sintautai Šakių rajonas"
Vidmantas Benediktas Sprainaitis,Šakių rajono savivaldybė Slavikų seniūnija,202,4,slaviku.seniunija@gmail.com,"Slavikų km, Slavikų pšt, LT-71361, Šakių rajonas"
Rita Grigaitienė,Šakių rajono savivaldybė Sudargo seniūnija,203,4,sud.sen@erdves.lt,"Sudargas, Šakių raj. LT-71074"
Alfonsas Jakas,Šakių rajono savivaldybė Šakių seniūnija,204,4,sakiai.seniunija@gmail.com,"Bažnyčios 10/12, LT-71120, Šakiai"
Algimantas Baubonis,Šakių rajono savivaldybė Žvirgždaičių seniūnija,205,4,zvirsen@takas.lt,"A.Liorentaitės g.-18, Žvirgždaičių miestelis, LT-71305, Šakių rajonas"
Antanas Krancevičius,Druskininkų savivaldybė Leipalingio seniūnija,206,4,antanas.k@druskininkai.lt,"Alėjos g. 3, Leipalingis, Leipalingio sen., 67279 Druskininkų savivaldybė"
Alvydas Varanis,Druskininkų savivaldybė Viečiūnų seniūnija,207,4,seniunas@vieciunai.lt,"Verpėjų g. 11, Viečiūnai, Viečiūnų sen., 66491 Druskininkų sav."
Mindaugas Makūnas,Elektrėnų savivaldybė Beižionių seniūnija,208,4,beizioniu.sen@elektrenai.lt,"Beižionių kaimas, LT - 21320"
Antanas Šalkauskas,Elektrėnų savivaldybė Elektrėnų seniūnija,209,4,seniunija@elektrenai.lt,"Taikos 6B, Elektrėnai, LT - 26115"
Vytautas Baltulionis,Elektrėnų savivaldybė Gilučių seniūnija,210,4,giluciu.sen@elektrenai.lt,"Gilučių kaimas, LT - 26131"
Vladislava Valantavičienė,Elektrėnų savivaldybė Kazokiškių seniūnija,211,4,kazokiskiu.sen@elektrenai.lt,"Kazokiškių kaimas, LT - 21354"
Dovilija Cibulskienė,Elektrėnų savivaldybė Kietaviškių seniūnija,212,4,kietaviskiu.sen@elektrenai.lt,"Bažnyčios g. 24, Naujųjų Kietaviškių kaimas, LT - 21412"
Arūnas Kanapeckas,Elektrėnų savivaldybė Pastrėvio seniūnija,213,4,pastrevio.sen@elektrenai.lt,"Pastrėvio kaimas, LT - 21332"
Vytas Barzdaitis,Elektrėnų savivaldybė Semeliškių seniūnija,214,4,semeliskiu.sen@elektrenai.lt,"Trakų g. 41, Semeliškės, LT - 4064"
Zenonas Pukėnas,Elektrėnų savivaldybė Vievio seniūnija,215,4,vievio.sen@elektrenai.lt,"Trakų g. 2, Vievis, LT - 21381"
Juozas Velička,Ignalinos rajono savivaldybė Ceikinių seniūnija,216,4,cs@ignalina.lt,LT-30185 Ceikiniai
Gema Pundienė,Ignalinos rajono savivaldybė Didžiasalio seniūnija,217,4,dids@ignalina.lt,"Salos g. 23, LT-30152 Didžiasalis"
Vytautas Kazėnas,Ignalinos rajono savivaldybė Dūkšto seniūnija,218,4,duks@ignalina.lt,"Aušros g. 3, LT-30260 Dūkštas"
Jonas Polito,Ignalinos rajono savivaldybė Ignalinos seniūnija,219,4,is@ignalina.lt,"Vasario 16-osios g. 8, LT-30115 Ignalina"
Valentinas Rumbutis,Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,220,4,ims@ignalina.lt,"Vasario 16-osios g. 8, LT-30115 Ignalina"
Jonas Alekna,Ignalinos rajono savivaldybė Linkmenų seniūnija,221,4,ls@ignalina.lt,LT-30211 Linkmenys
Drąsutis Jelinskas,Ignalinos rajono savivaldybė Kazitiškio seniūnija,222,4,ks@ignalina.lt,LT-30245 Kazitiškis
Milda Bielinienė,Ignalinos rajono savivaldybė Mielagėnų seniūnija,223,4,ms@ignalina.lt,LT-30175 Mielagėnai
Juozas Paukštė,Ignalinos rajono savivaldybė Naujojo Daugėliškio seniūnija,224,4,daugs@ignalina.lt,LT-30290 N. Daugėliškis
Tatjana Jarutienė,Ignalinos rajono savivaldybė Rimšės seniūnija,225,4,rs@ignalina.lt,LT-30268 Rimšė
Česė Vitėnienė,Ignalinos rajono savivaldybė Tverečiaus seniūnija,226,4,ts@ignalina.lt,LT-30163 Tverečius
Vigalija Matkėnienė,Ignalinos rajono savivaldybė Vidiškių seniūnija,227,4,vs@ignalina.lt,"Melioratorių g. 8, LT-30235 Vidiškės"
Kazys Damulevičius,Jonavos rajono savivaldybė Bukonių seniūnija,228,4,bukoniu.seniunija@jonava.lt,"Ukmergės g. 22, Bukonių k., Bukonių sen., Jonavos r. sav., LT-55418"
Algirdas Paplonskis,Jonavos rajono savivaldybė Dumsių seniūnija,229,4,dumsiu.seniunija@jonava.lt,"Pergalės g. 13, Šveicarijos km., Jonavos r."
Ignas Stundys,Jonavos rajono savivaldybė Jonavos miesto seniūnija,230,4,jonavos.seniunija@jonava.lt,"Žeimių g. 13, LT-55158, Jonava"
Juozas Plukys,Jonavos rajono savivaldybė Kulvos seniūnija,231,4,kulvos.seniunija@jonava.lt,"Tarybų g. 2, Kulvos km., Kulvos sen., Jonavos r."
Gintas Jasiulionis,Jonavos rajono savivaldybė Ruklos seniūnija,232,4,ruklos.seniunija@jonava.lt,"Laumės g. 2, Rukla, Ruklos sen., Jonavos r."
Irena Kuršatienė,Jonavos rajono savivaldybė Šilų seniūnija,233,4,silu.seniunija@jonava.lt,"Beržų g. 2, Šilų km., Šilų sen., Jonavos r."
Laimutė Alechnavičienė,Jonavos rajono savivaldybė Upninkų seniūnija,234,4,upninku.seniunija@jonava.lt,"Jaunystės g. 7, Upninkų km., Upninkų sen., Jonavos r."
Vijolė Šadauskienė,Jonavos rajono savivaldybė Užusalių seniūnija,235,4,uzusaliu.seniunija@jonava.lt,"Taikos g. 30, Užusaliai, Jonavos raj."
Faustas Pilipavičius,Jonavos rajono savivaldybė Žeimių seniūnija,236,4,zeimiu.seniunija@jonava.lt,"Kauno g. 47, LT-55386, Žeimių miestelis, Jonavos raj."
Stanislava Andrulaitienė,Joniškio rajono savivaldybė Gaižaičių seniūnija,237,4,gaizaiciai.seniunija@joniskis.lt,"Vilties g. 9, Gaižaičių k., Gaižaičių sen., Joniškio r. savivaldybė"
Janina Kadienė,Joniškio rajono savivaldybė Gataučių seniūnija,238,4,gatauciai.seniunija@joniskis.lt,"Mokyklos g. 5, Gataučiai, LT-84262 Joniškio r."
Janina Augustinaitienė,Joniškio rajono savivaldybė Joniškio seniūnija,239,4,seniunija@joniskis.lt,"Livonijos g. 4 (118, 119 kab.), LT-84124 Joniškis"
Eugenijus Karklius,Joniškio rajono savivaldybė Kepalių seniūnija,240,4,kepaliai.seniunija@joniskis.lt,"Audruvės g. 4, Kirnaičių k., Kepalių sen., 84198, Joniškio r. savivaldybė"
Audronė Impolienė,Joniškio rajono savivaldybė Kriukų seniūnija,241,4,kriukai.seniunija@joniskis.lt,"Dariaus ir Girėno g. 5, Kriukų mstl., Joniškio r. savivaldybė"
Valentas Žibaitis,Joniškio rajono savivaldybė Rudiškių seniūnija,242,4,rudiskiai.seniunija@joniskis.lt,"Senoji g. 34, Rudiškių k., LT-84275 Joniškio r. savivaldybė"
Regina Butkienė,Joniškio rajono savivaldybė Satkūnų seniūnija,243,4,satkunai.seniunija@joniskis.lt,"Satkūnų k., Sidabros g. 9., LT-84101 Joniškio r. savivaldybė"
Edita Nakvosienė,Joniškio rajono savivaldybė Saugėlaukio seniūnija,244,4,saugelaukis.seniunija@joniskis.lt,"Parko g. 7, Bariūnų k., Saugėlaukio seniūnija, Joniškio r. savivaldybė"
Virginija Kaikarienė,Joniškio rajono savivaldybė Skaistgirio seniūnija,245,4,skaistgirys.seniunija@joniskis.lt,"Aušros g. 13, Skaistgirio mstl., Joniškio r. savivaldybė"
Stasė Eidukienė,Joniškio rajono savivaldybė Žagarės seniūnija,246,4,zagares.seniunija@joniskis.lt,"Tilto g. 2, Žagarės m., Joniškio r. savivaldybė"
Jonas Aleksiejus,Jurbarko rajono savivaldybė Eržvilko seniūnija,247,4,erzvilkas@jurbarkas.lt,"Ryto aikštė 1, LT- 74285 Eržvilkas, Jurbarko r."
Darius Juodaitis,Jurbarko rajono savivaldybė Girdžių seniūnija,248,4,girdziai@jurbarkas.lt,"Mokyklos g. 1, Girdžiai, Jurbarko r."
Alvina Bunikienė,Jurbarko rajono savivaldybė Juodaičių seniūnija,249,4,juodaiciai@jurbarkas.lt,"LT-74379, Juodaičių k. Jurbarko r."
Edvardas Strončikas,Jurbarko rajono savivaldybė Jurbarko miesto seniūnija,250,4,jurbarkas@jurbarkas.lt,Kauno g. 25 LT-74122 Jurbarkas
Audronis Kačiušis,Jurbarko rajono savivaldybė Jurbarkų seniūnija,251,4,jurbarkai@jurbarkas.lt,"Mokytojų g. 3 Jurbarkai, LT-74205 Jurbarko r."
Česlovas Meškauskas,Jurbarko rajono savivaldybė Raudonės seniūnija,252,4,raudone@jurbarkas.lt,"Kaštonų g. 2, LT-74454 Raudonė Jurbarko raj."
Jonas Pikoraitis,Jurbarko rajono savivaldybė Seredžiaus seniūnija,253,4,seredzius@jurbarkas.lt,"Neringos g. 6 Seredžius, Jurbarko r."
Vladas Vainauskis,Jurbarko rajono savivaldybė Skirsnemunės seniūnija,254,4,skirsnemune@jurbarkas.lt,"Nemuno g.33, Skirsnemunės k., 74486 Jurbarko r. sav."
Saulius Jarutis,Jurbarko rajono savivaldybė Smalininkų seniūnija,255,4,smalininkai@jurbarkas.lt,"Nemuno g. 54, Smalininkai, Jurbarko r."
Elena Šileikienė,Jurbarko rajono savivaldybė Šimkaičių seniūnija,256,4,simkaiciai@jurbarkas.lt,"Liepų g. 2, Šimkaičių mstl., LT-74337 Jurbarko r."
Mindaugas Šlepševičius,Jurbarko rajono savivaldybė Veliuonos seniūnija,257,4,veliuona@jurbarkas.lt,"A. Juškos g. 1, Veliuona, Jurbarko rajonas"
Valentinas Kucinas,Jurbarko rajono savivaldybė Viešvilės seniūnija,258,4,viesvile@jurbarkas.lt,"Viešvilė, Jurbarko r."
Laima Katelevskienė,Kaišiadorių rajono savivaldybė Kaišiadorių miesto seniūnija,259,4,kaisiadoriu.seniunija@kaisiadorys.lt,"Gedimino g.55, LT-56126 Kaišiadorys"
Gražina Škimelienė,Kaišiadorių rajono savivaldybė Kaišiadorių apylinkės seniūnija,260,4,kaisiadoriu.apylinke@kaisiadorys.lt,Gedimino g. 69 LT-56145 Kaišiadorys
Gintaras Gružauskas,Kaišiadorių rajono savivaldybė Kruonio seniūnija,261,4,kruonio.seniunas@kaisiadorys.lt,"Vilniaus g. 13, Kruonio mstl. LT-56318 Kaišiadorių r."
Genė Juodienė,Kaišiadorių rajono savivaldybė Nemaitonių seniūnija,262,4,nemaitoniu.seniunas@kaisiadorys.lt,Varkalių k. LT-56276 Kaišiadorių r.
Galina Jengalyčeva,Kaišiadorių rajono savivaldybė Pravieniškių seniūnija,263,4,pravieniskiu.seniunas@kaisiadorys.lt,"Pravieniškių II k., LT-56371 Kaišiadorių r."
Bolius Perednis,Kaišiadorių rajono savivaldybė Paparčių seniūnija,264,4,paparciu.seniunas@kaisiadorys.lt,Paparčių k. LT-56438 Kaišiadorių r.
Eugenija Genevičienė,Kaišiadorių rajono savivaldybė Rumšiškių seniūnija,265,4,eugenija.geneviciene@kaisiadorys.lt,"J. Aisčio g. 1, Rumšiškių mstl. LT-56335 Kaišiadorių r."
Egidijus Grajauskas,Kaišiadorių rajono savivaldybė Žaslių seniūnija,266,4,zasliu.seniunas@kaisiadorys.lt,"Vilniaus g. 3, Žaslių mstl. LT-56411 Kaišiadorių r."
Pranas Antanas Aleknavičius,Kaišiadorių rajono savivaldybė Žiežmarių seniūnija,267,4,ziezmariu.seniunas@kaisiadorys.lt,"Žaslių g. 62, Žiežmariai LT-56235 Kaišiadorių r."
Albinas Kmeliauskas,Kaišiadorių rajono savivaldybė Žiežmarių apylinkės seniūnija,268,4,ziezmariu.apylinke@kaisiadorys.lt,"Žaslių g. 62, Žiežmariai LT-56235 Kaišiadorių r."
Alvydas Kazlauskas,Kaišiadorių rajono savivaldybė Palomenės seniūnija,269,4,palomenes.seniunas@kaisiadorys.lt,Palomenės k. LT-56383 Kaišiadorių r.
